bookTitle,authorName,average_rating,num_ratings
Greenlights,Matthew McConaughey,4.21,"331,696"
"These Old Shades (Alastair-Audley, #1)",Georgette Heyer,4.10,"19,925"
Heart's Blood,Juliet Marillier,4.09,"16,647"
"Scarlet (Scarlet, #1)",A.C. Gaughen,3.93,"24,738"
Alone on a Wide Wide Sea,Michael Morpurgo,4.21,"5,764"
These Violent Delights,Micah Nemerever,3.99,"17,937"
The Summer I Turned Pretty,Jenny Han,3.76,"781,824"
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 3,Mò Xiāng Tóng Xiù,4.70,"15,325"
"Keeping 13 (Boys of Tommen, #2)",Chloe Walsh,4.53,"85,306"
Secrets of a Prayer Warrior,Derek Prince,4.54,"1,171"
Drood,Dan Simmons,3.53,"16,586"
Rule of Two (Star Wars: Darth Bane #2),Drew Karpyshyn,4.22,"23,813"
"A Rule Against Murder (Chief Inspector Armand Gamache, #4)",Louise Penny,4.21,"95,401"
"The Pigman (The Pigman, #1)",Paul Zindel,3.60,"27,991"
Our Lady of Darkness,Fritz Leiber,3.62,"2,267"
"Crush (Crave, #2)",Tracy Wolff,4.27,"111,555"
Little Fires Everywhere,Celeste Ng,4.08,"1,179,208"
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 4,Mò Xiāng Tóng Xiù,4.78,"13,124"
"The Absolute Sandman, Volume 2",Neil Gaiman,4.67,"8,977"
Seize the Day,Saul Bellow,3.53,"12,534"
Fables of the Reconstruction,Jez Jones,4.19,170
"Down London Road (On Dublin Street, #2)",Samantha Young,4.20,"54,216"
"Reamde (Crypto, #2)",Neal Stephenson,3.99,"55,293"
Plutarch's Lives: Volume I,Plutarch,4.10,"5,752"
The Covert Passive Aggressive Narcissist: Recognizing the Traits and Finding Healing After Hidden Emotional and Psychological Abuse (The Narcissism Series Book 1),Debbie Mirza,4.30,"2,227"
The Seven Year Slip,Ashley Poston,4.26,"160,581"
"Voice of the Gods (Age of the Five, #3)",Trudi Canavan,4.10,"13,696"
The Summer I Turned Pretty Trilogy,Jenny Han,4.23,"33,880"
Conversation in the Cathedral,Mario Vargas Llosa,4.36,"9,544"
"Moab Is My Washpot (Memoir, #1)",Stephen Fry,3.93,"24,438"
The Assiduous Quest of Tobias Hopkins: The Complete Novel,James Faro,4.11,119
The Code: The Assiduous Quest of Tobias Hopkins - Part Two,James Faro,4.52,21
Normal People,Sally Rooney,3.81,"1,396,533"
All That’s Left in the World,Erik J. Brown,4.24,"27,905"
"Written in the Stars (Written in the Stars, #1)",Alexandria Bellefleur,3.87,"52,248"
"Empress Orchid (Empress Orchid, #1)",Anchee Min,3.89,"24,617"
Troll: A Love Story,Johanna Sinisalo,3.52,"5,352"
"When the Lion Feeds (Courtney publication, #1; Courtney chronological, #10)",Wilbur Smith,4.22,"17,602"
Redshirts,John Scalzi,3.86,"107,370"
Die Mitte der Welt,Andreas Steinhöfel,4.16,"4,977"
"Dissolution (Matthew Shardlake, #1)",C.J. Sansom,4.06,"54,084"
Truman,David McCullough,4.15,"87,737"
"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",Tad Williams,4.10,"49,069"
"Memory (Vorkosigan Saga, #10)",Lois McMaster Bujold,4.43,"18,689"
What I Loved,Siri Hustvedt,4.08,"19,960"
The Last Letter from Your Lover,Jojo Moyes,4.00,"124,977"
Barney's Version,Mordecai Richler,4.17,"12,484"
"The Assassin and the Desert (Throne of Glass, #0.3)",Sarah J. Maas,4.38,"50,707"
The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,4.16,"82,537"
"Howl, Kaddish and Other Poems",Allen Ginsberg,3.99,"3,101"
Song of the Silent Snow,Hubert Selby Jr.,3.84,"1,323"
Tau Zero,Poul Anderson,3.83,"14,836"
The Brief History of the Dead,Kevin Brockmeier,3.67,"12,264"
"Dark Prince (Dark, #1)",Christine Feehan,4.00,"57,819"
The Sign of the Beaver,Elizabeth George Speare,3.86,"36,939"
"It's a Magical World (Calvin and Hobbes, #11)",Bill Watterson,4.73,"28,352"
Blonde,Joyce Carol Oates,3.94,"15,543"
Memoirs of a Teenage Amnesiac,Gabrielle Zevin,3.67,"35,287"
Homecoming: The Assiduous Quest of Tobias Hopkins - Part One,James Faro,4.54,26
The Magic Strings of Frankie Presto,Mitch Albom,4.37,"47,988"
The Seer and the Sword,Victoria Hanley,4.13,"10,755"
The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss,4.14,"44,980"
"Poughkeepsie (Poughkeepsie Brotherhood, #1)",Debra Anastasia,3.91,"12,487"
"The White Queen (The Plantagenet and Tudor Novels, #2)",Philippa Gregory,3.96,"175,454"
Lost in the Crowd,M.J. Santley,4.36,181
The Upside of Falling,Alex Light,3.61,"105,792"
Devolution: A Firsthand Account of the Rainier Sasquatch Massacre,Max Brooks,3.91,"47,403"
"Hopeless (Hopeless, #1)",Colleen Hoover,4.25,"573,836"
"The Darkness That Comes Before (The Prince of Nothing, #1)",R. Scott Bakker,3.82,"21,176"
"Pride (Shifters, #3)",Rachel Vincent,4.15,"18,490"
The Sandman: Endless Nights,Neil Gaiman,4.33,"29,266"
Good Night Stories for Rebel Girls: 100 Tales of Extraordinary Women,Elena Favilli,4.32,"41,023"
The Well House III: The Redemption,M.S. Matassa,4.32,252
Nights at the Circus,Angela Carter,3.88,"13,380"
"Princess in Love (The Princess Diaries, #3)",Meg Cabot,3.79,"58,448"
"The Darkest Pleasure (Lords of the Underworld, #3)",Gena Showalter,4.26,"47,765"
"The Mating  (Law of the Lycans, #1)",Nicky Charles,3.96,"28,584"
The Spectacular Now,Tim Tharp,3.51,"42,996"
"The Score (Off-Campus, #3)",Elle Kennedy,4.17,"339,544"
Public Information,Rolf Margenau,4.17,349
After Death,Dean Koontz,4.11,"13,261"
"Spring Snow (The Sea of Fertility, #1)",Yukio Mishima,4.16,"19,182"
"The Sight (Warriors: Power of Three, #1)",Erin Hunter,4.31,"27,695"
The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,4.14,"50,649"
Animal Liberation,Peter Singer,4.30,"10,440"
"Short-Straw Bride (Archer Brothers, #1)",Karen Witemeyer,4.20,"14,206"
"One Tiny Lie (Ten Tiny Breaths, #2)",K.A. Tucker,4.25,"39,177"
Stolen Lives: Twenty Years in a Desert Jail,Malika Oufkir,4.06,"23,829"
"The Long Earth (The Long Earth, #1)",Terry Pratchett,3.78,"59,187"
The Ruins of Woodman's Village (An LT Nichols Mystery #1),Albert Waitt,4.29,423
"Shopaholic Ties the Knot (Shopaholic, #3)",Sophie Kinsella,3.79,"112,650"
"Demon in My View (Den of Shadows, #2)",Amelia Atwater-Rhodes,4.04,"12,422"
"The Book With No Name (Bourbon Kid, #1)",Anonymous,3.85,"6,921"
India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,4.39,"17,180"
"Botanical Shakespeare: An Illustrated Compendium of All the Flowers, Fruits, Herbs, Trees, Seeds, and Grasses Cited by the World's Greatest Playwright",Gerit Quealy,4.20,444
"Glorious Christmas (The Serve, #7)",Cece Whittaker,4.18,235
"Confluence (Death Note, #2)",Tsugumi Ohba,4.48,"51,250"
"The Invisible Ring (The Black Jewels, #4)",Anne Bishop,4.10,"14,790"
In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,Allan C. Weisbecker,4.12,"2,518"
Grit: The Banter and Brutality of the Late-Night Cab,Karl Wiggins,3.74,"1,113"
The Final Girl Support Group,Grady Hendrix,3.52,"136,619"
Keeping Secrets,L.A. Dobbs,4.22,"9,132"
"Death Note, Vol. 12: Finis (Death Note, #12)",Tsugumi Ohba,4.38,"19,728"
The Decline and Fall of the Roman Empire,Edward Gibbon,4.02,"14,653"
"Cinema of Shadows (Harmony, Indiana, #2)",Michael  West,3.73,324
The Marvels,Brian Selznick,3.99,"20,237"
Discourses and Selected Writings,Epictetus,4.42,"7,951"
Bonk: The Curious Coupling of Science and Sex,Mary Roach,3.85,"58,275"
The Light We Lost,Jill Santopolo,3.85,"170,858"
"Tres meses (Meses a tu lado, #3)",Joana Marcús,4.39,"45,106"
Verity,Colleen Hoover,4.32,"2,702,625"
Frankenstein,Mary Wollstonecraft Shelley,3.87,"1,604,974"
"Fatal Identity (Remmich/Miller, #3)",Karl Braungart,4.36,763
"The Oldest Dance (Wisdom Revolution, #2)",Misba,4.56,"8,901"
Evelina,Frances Burney,3.69,"17,398"
20th Century Ghosts,Joe Hill,3.90,"45,323"
"Arsène Lupin, Gentleman-Thief (Arsène Lupin, #1)",Maurice Leblanc,3.81,"29,574"
The Fortress of Solitude,Jonathan Lethem,3.84,"23,594"
"Introductions (The Ghost Bird, #1)",C.L. Stone,4.08,"16,648"
Amatore's Restaurant,James Sillwood,4.16,98
"Today Tonight Tomorrow (Rowan & Neil, #1)",Rachel Lynn Solomon,4.08,"79,308"
"Shopaholic and Sister (Shopaholic, #4)",Sophie Kinsella,3.68,"91,242"
"Dream a Little Dream (Chicago Stars, #4)",Susan Elizabeth Phillips,4.16,"34,928"
"Something Under the Bed is Drooling (Calvin and Hobbes, #2)",Bill Watterson,4.65,"14,874"
Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien,4.01,"39,797"
"Berserk, Vol. 1 (Berserk, #1)",Kentaro Miura,4.48,"47,424"
"Incendiary (The Premonition, #4)",Amy A. Bartol,4.40,"18,722"
Slaves of New York,Tama Janowitz,3.51,"3,635"
The Perfect Nanny,Leïla Slimani,3.39,"108,192"
April Fool's Day,Bryce Courtenay,4.21,"8,550"
"The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game (The Belgariad, #1-5)",David Eddings,4.29,"16,133"
The Fuck-Up,Arthur Nersesian,3.59,"11,203"
A Kiss in Time,Alex Flinn,3.75,"19,373"
"The Tower of the Swallow (The Witcher, #4)",Andrzej Sapkowski,4.22,"100,005"
The Complete Sherlock Holmes: Volume II,Arthur Conan Doyle,4.48,"80,594"
"Zoo (Zoo, #1)",James Patterson,3.51,"45,745"
The Grand Sophy,Georgette Heyer,4.17,"33,269"
Lilith,George MacDonald,3.88,"6,636"
Assassination Vacation,Sarah Vowell,3.93,"46,547"
"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",R.A. Salvatore,4.31,"16,414"
"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",R.A. Salvatore,4.22,"67,895"
Willing Captive,Belle Aurora,4.07,"20,806"
Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,4.41,"23,415"
The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams,3.93,"29,576"
"A Dance with Dragons 1: Dreams and Dust (A Song of Ice and Fire, #5, Part 1 of 2)",George R.R. Martin,4.35,"30,455"
If We Were Villains,M.L. Rio,4.17,"276,378"
"Clarissa, or, The History of a Young Lady",Samuel Richardson,3.39,"8,355"
"Phantom (Sword of Truth, #10)",Terry Goodkind,3.99,"46,379"
In Watermelon Sugar,Richard Brautigan,3.79,"23,140"
It's Not About the Bike: My Journey Back to Life,Lance Armstrong,3.71,"40,720"
The Pale King,David Foster Wallace,3.97,"18,280"
Birdy,William Wharton,4.02,"7,454"
"Pure (Pure, #1)",Julianna Baggott,3.73,"24,814"
"The Assassin and the Empire (Throne of Glass, #0.5)",Sarah J. Maas,4.40,"46,946"
"The 101 Dalmatians (The Hundred and One Dalmatians, #1)",Dodie Smith,4.12,"37,056"
The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,Mark Twain,4.10,"41,731"
"Goddess of the Rose (Goddess Summoning, #4)",P.C. Cast,4.14,"7,235"
The Psychology of Money,Morgan Housel,4.33,"180,689"
"A Monstrous Regiment of Women (Mary Russell and Sherlock Holmes, #2)",Laurie R. King,4.04,"26,048"
"The Third Option (Mitch Rapp, #4)",Vince Flynn,4.27,"46,389"
Windmills of the Gods,Sidney Sheldon,3.87,"31,186"
"The Fallen Star (Fallen Star, #1)",Jessica Sorensen,3.91,"29,084"
The Swerve: How the World Became Modern,Stephen Greenblatt,3.87,"32,777"
Conjure Wife,Fritz Leiber,3.80,"2,537"
"Love Unrehearsed (Love, #2)",Tina Reber,4.25,"44,920"
"Spook House (Harmony, Indiana, #3)",Michael  West,3.83,255
"Dark Triumph (His Fair Assassin, #2)",Robin LaFevers,4.14,"42,631"
في قلبي أنثى عبرية,خولة حمدي,3.97,"57,040"
"Starflower (Tales of Goldstone Wood, #4)",Anne Elisabeth Stengl,4.47,901
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,J.K. Rowling,4.10,"28,211"
"The Last Magician (The Last Magician, #1)",Lisa   Maxwell,4.04,"20,757"
"Stalingrad: The Fateful Siege, 1942–1943",Antony Beevor,4.32,"37,264"
"A Day of Fallen Night (The Roots of Chaos, #0)",Samantha    Shannon,4.38,"29,564"
Charly,Jack Weyland,3.97,"9,346"
The Dress Lodger,Sheri Holman,3.57,"7,904"
"I Hope They Serve Beer in Hell (Tucker Max, #1)",Tucker Max,3.49,"58,078"
American Tabloid (Underworld USA #1),James Ellroy,4.20,"18,522"
"Dragondrums (Harper Hall, #3)",Anne McCaffrey,4.10,"36,328"
An Inspector Calls,J.B. Priestley,3.82,"38,375"
"Runaway (Airhead, #3)",Meg Cabot,3.90,"24,630"
"Origin (Corpus, #1)",Jessica Khoury,3.89,"15,927"
The Hour of the Star,Clarice Lispector,4.09,"35,045"
"House of Chains (Malazan Book of the Fallen, #4)",Steven Erikson,4.34,"48,503"
"Emperor of Thorns (The Broken Empire, #3)",Mark  Lawrence,4.23,"53,509"
Bonfire,Krysten Ritter,3.54,"22,119"
"Kim Jiyoung, Born 1982",Cho Nam-Joo,4.17,"144,414"
"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",Mark Cotta Vaz,4.27,"166,167"
"Dead Beautiful (Dead Beautiful, #1)",Yvonne Woon,3.96,"13,069"
"Flawed (Flawed, #1)",Cecelia Ahern,4.11,"35,200"
Cancer: It can be a lonely journey,Ron Millicent,4.37,119
"Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II",Mitchell Zuckoff,3.87,"45,945"
Baby Teeth,Zoje Stage,3.60,"69,809"
Human Acts,Han Kang,4.22,"32,277"
"Foul Lady Fortune (Foul Lady Fortune, #1)",Chloe Gong,4.25,"24,314"
When She Returned,Lucinda Berry,4.03,"70,113"
"Starlight (Warriors: The New Prophecy, #4)",Erin Hunter,4.29,"27,109"
"The Rise of Endymion (Hyperion Cantos, #4)",Dan Simmons,4.17,"57,150"
"Gone Tomorrow (Jack Reacher, #13)",Lee Child,4.19,"105,944"
Percy Jackson & the Olympians:  The Ultimate Guide,Rick Riordan,4.06,"20,707"
"The Cold Moon (Lincoln Rhyme, #7)",Jeffery Deaver,4.07,"19,970"
"Paper Princess (The Royals, #1)",Erin Watt,3.93,"153,120"
But What If We're Wrong? Thinking About the Present As If It Were the Past,Chuck Klosterman,3.66,"17,437"
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.16,"3,361,141"
"The Gilded Cage (The Prison Healer, #2)",Lynette Noni,4.30,"43,708"
"Royal Blood (Vampire Kisses, #6)",Ellen Schreiber,4.10,"22,376"
"Deep Storm (Jeremy Logan, #1)",Lincoln Child,3.90,"30,567"
"My Soul to Keep (Soul Screamers, #3)",Rachel Vincent,4.08,"19,520"
"Stranded with a Billionaire (Billionaire Boys Club, #1)",Jessica Clare,3.82,"14,829"
Pan,Knut Hamsun,3.85,"10,574"
The Woodlanders,Thomas Hardy,3.89,"16,630"
The Elephant Man,Christine Sparks,3.97,"1,787"
The Tiger Rising,Kate DiCamillo,3.84,"29,785"
The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,James L. Ferrell,4.40,"14,208"
And to Think That I Saw It on Mulberry Street,Dr. Seuss,3.99,"24,942"
"The Reluctant Dom (Suncoast Society, #4)",Tymber Dalton,4.17,"9,466"
The Unicorn Tree,Cynthia  Collins,4.42,184
If Beale Street Could Talk,James Baldwin,4.27,"61,114"
The Disreputable History of Frankie Landau-Banks,E. Lockhart,3.81,"49,719"
The Rule of Four,Ian Caldwell,3.29,"37,368"
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,4.07,"302,232"
"Tunnels of Blood (Cirque du Freak, #3)",Darren Shan,4.14,"38,278"
Garlic and Sapphires: The Secret Life of a Critic in Disguise,Ruth Reichl,3.94,"44,910"
Disclosure,Michael Crichton,3.79,"72,336"
"Smooth Talking Stranger (Travises, #3)",Lisa Kleypas,4.14,"41,232"
We Are All Completely Beside Ourselves,Karen Joy Fowler,3.71,"121,488"
"Supernova: Ksatria, Puteri, dan Bintang Jatuh",Dee Lestari,3.88,"14,778"
"Did I Mention I Love You? (DIMILY, #1)",Estelle Maskame,3.83,"51,784"
The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,Michael Finkel,3.89,"75,073"
The Firebrand,Marion Zimmer Bradley,4.06,"11,020"
The Complete Tales,Beatrix Potter,4.36,"65,516"
Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.93,"49,242"
The Walking Drum,Louis L'Amour,4.24,"9,319"
The Shock of the Fall,Nathan Filer,3.76,"47,666"
"The Novice (Summoner, #1)",Taran Matharu,4.12,"32,960"
The Kiss Thief,L.J. Shen,3.87,"101,526"
No Exit,Taylor  Adams,4.01,"160,520"
The Invisible Life of Addie LaRue,V.E.  Schwab,4.19,"1,077,607"
Supernova: Akar,Dee Lestari,3.87,"10,386"
If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,3.95,"18,336"
"The Soldiers of Halla (Pendragon, #10)",D.J. MacHale,4.27,"24,092"
The Great Train Robbery,Michael Crichton,3.88,"31,921"
"Barrayar (Vorkosigan Saga, #7)",Lois McMaster Bujold,4.29,"29,113"
"Born of Night (The League: Nemesis Rising, #1)",Sherrilyn Kenyon,4.19,"27,525"
Twisted Love,Wally Runnels,4.16,203
The Improbable Wonders of Moojie Littleman,Robin  Gregory,4.23,562
We Were the Lucky Ones,Georgia Hunter,4.42,"154,050"
"All the Young Dudes - Volume Two: Years 5 - 7 (All the Young Dudes, #2)",MsKingBean89,4.81,"17,855"
The Deptford Trilogy,Robertson Davies,4.32,"8,099"
"The Well of Lost Plots (Thursday Next, #3)",Jasper Fforde,4.09,"40,877"
"3rd Degree (Women's Murder Club, #3)",James Patterson,4.06,"93,480"
Cracked Up to Be,Courtney Summers,3.73,"19,089"
The Futurological Congress: From the Memoirs of Ijon Tichy,Stanisław Lem,4.18,"13,037"
"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",Margaret George,4.26,"28,217"
"Lore Olympus: Volume One (Lore Olympus, #1)",Rachel  Smythe,4.27,"133,900"
"The Dante Club (The Dante Club, #1)",Matthew Pearl,3.41,"41,467"
The Adventures of Augie March,Saul Bellow,3.84,"18,150"
"The Enchanted Wood (The Faraway Tree, #1)",Enid Blyton,4.25,"28,351"
"Goddess Interrupted (Goddess Test, #2)",Aimee Carter,3.99,"31,658"
"Bad Girls Don't Die (Bad Girls Don't Die, #1)",Katie Alender,4.02,"29,307"
"The Rising (Darkness Rising, #3)",Kelley Armstrong,4.12,"24,560"
"Echo (Soul Seekers, #2)",Alyson Noel,3.88,"7,264"
The Wife Between Us,Greer Hendricks,3.84,"393,459"
"The Fall of the Phoenix (Heroes of Troy, #1)",Daniel  Kelly,4.40,297
Notorious RBG: The Life and Times of Ruth Bader Ginsburg,Irin Carmon,4.19,"59,744"
Poems from Still Waters Running Deep,Emma McClain,4.29,172
"My Father's Dragon (My Father's Dragon, #1)",Ruth Stiles Gannett,4.10,"39,364"
"Jewels of the Sun (Gallaghers of Ardmore, #1)",Nora Roberts,4.22,"65,723"
"Seduce Me at Sunrise (The Hathaways, #2)",Lisa Kleypas,4.05,"44,121"
"Intuition (The Premonition, #2)",Amy A. Bartol,4.27,"25,964"
Headhunters,Jo Nesbø,3.80,"37,158"
"Air Awakens (Air Awakens, #1)",Elise Kova,3.99,"55,027"
Why Not Me?,Mindy Kaling,3.91,"217,785"
Not That Bad: Dispatches from Rape Culture,Roxane Gay,4.43,"20,302"
Just a Typo: The Cancellation of Celebrity Mo Riverlake,John Bennardo,4.31,195
"Eric (Discworld, #9; Rincewind, #4)",Terry Pratchett,3.78,"74,157"
فوضى الحواس,Ahlam Mosteghanemi,3.78,"19,705"
Like the Flowing River,Paulo Coelho,3.91,"20,461"
"The Vampire Prince (Cirque Du Freak, #6)",Darren Shan,4.23,"30,719"
"Grave Sight (Harper Connelly, #1)",Charlaine Harris,3.87,"64,765"
"Boneshaker (The Clockwork Century, #1)",Cherie Priest,3.52,"33,580"
Exhalation,Ted Chiang,4.28,"92,126"
The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O'Brian,4.76,"2,239"
"Sent (The Missing, #2)",Margaret Peterson Haddix,3.94,"17,443"
The Time of My Life,Cecelia Ahern,3.86,"21,435"
Being and Nothingness,Jean-Paul Sartre,3.99,"31,714"
Burmese Days,George Orwell,3.87,"28,355"
Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath,3.98,"92,988"
Sing You Home,Jodi Picoult,3.81,"93,728"
"Storm Warning (The 39 Clues, #9)",Linda Sue Park,4.01,"47,080"
"Erebos (Erebos, #1)",Ursula Poznanski,4.09,"24,390"
"Fate (My Blood Approves, #2)",Amanda Hocking,3.97,"21,469"
"Sidetracked (Mindf*ck, #2)",S.T. Abby,4.36,"172,691"
"Wildfire (Maple Hills, #2)",Hannah  Grace,3.90,"207,264"
The Natural,Bernard Malamud,3.62,"11,649"
The Store,Bentley Little,3.83,"8,468"
The Temple of My Familiar,Alice Walker,4.05,"14,502"
Committed: A Skeptic Makes Peace with Marriage,Elizabeth Gilbert,3.44,"54,796"
Pants on Fire,Meg Cabot,3.65,"18,019"
"Half Wild (The Half Bad Trilogy, #2)",Sally Green,3.99,"23,458"
The Troop,Nick Cutter,3.85,"84,244"
"Daughter of No Worlds (The War of Lost Hearts, #1)",Carissa Broadbent,4.05,"82,902"
The Feast of All Saints,Anne Rice,3.87,"18,340"
No Logo,Naomi Klein,3.88,"31,375"
When Crickets Cry,Charles Martin,4.36,"48,322"
"Wideacre  (The Wideacre Trilogy, #1)",Philippa Gregory,3.35,"25,648"
"Taggerung (Redwall, #14)",Brian Jacques,4.15,"16,262"
"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)",Joseph  Delaney,4.12,"30,920"
"Four to Score (Stephanie Plum, #4)",Janet Evanovich,4.17,"143,633"
Saatleri Ayarlama Enstitüsü,Ahmet Hamdi Tanpınar,4.40,"14,453"
"That Boy (That Boy, #1)",Jillian Dodd,3.95,"44,604"
"Sever (The Chemical Garden, #3)",Lauren DeStefano,3.78,"26,677"
"The Monster in the Hollows (The Wingfeather Saga, #3)",Andrew       Peterson,4.69,"14,112"
"The Girl in the Tower (The Winternight Trilogy, #2)",Katherine Arden,4.36,"97,621"
"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness",Epictetus,4.24,"26,549"
The Flatshare,Beth O'Leary,4.01,"387,937"
Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.02,"71,966"
The Prestige,Christopher Priest,3.91,"22,587"
"American Assassin (Mitch Rapp, #1)",Vince Flynn,4.25,"92,301"
"Rock Chick Rescue (Rock Chick, #2)",Kristen Ashley,4.30,"37,714"
172 Hours on the Moon,Johan Harstad,3.54,"13,945"
Drop City,T. Coraghessan Boyle,3.82,"14,734"
Good Wives,Louisa May Alcott,3.97,"42,426"
Ghettoside: A True Story of Murder in America,Jill Leovy,4.07,"18,918"
"Heartless (Tales of Goldstone Wood, #1)",Anne Elisabeth Stengl,3.76,"3,442"
Civilization and Its Discontents,Sigmund Freud,3.79,"40,566"
